institution,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
The Salon Professional Academy-San Jose,455,625,502,661,22,22,23,27,22,24
The Salon Professional Academy-St Charles,455,625,502,661,22,22,23,27,22,24
The Salon Professional Academy-Tonawanda,455,625,502,661,22,22,23,27,22,24
The Salon Professional Academy-Washington DC,455,625,502,661,22,22,23,27,22,24
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,455,625,502,661,22,22,23,27,22,24
The Santa Barbara and Ventura Colleges of Law at Ventura,455,625,502,661,22,22,23,27,22,24
The School of Architecture,455,625,502,661,22,22,23,27,22,24
The Seattle School of Theology & Psychology,455,625,502,661,22,22,23,27,22,24
The Southern Baptist Theological Seminary,513,610,470,570,19,25,19,28,17,24
The Temple Annapolis-A Paul Mitchell Partner School,455,625,502,661,22,22,23,27,22,24
The Temple-A Paul Mitchell Partner School,455,625,502,661,22,22,23,27,22,24
The Training Domain,455,625,502,661,22,22,23,27,22,24
The University of Aesthetics & Cosmetology,455,625,502,661,22,22,23,27,22,24
The University of Alabama,540,660,530,670,23,31,23,33,21,29
The University of America,455,625,502,661,22,22,23,27,22,24
The University of Findlay,510,630,500,600,20,26,19,26,19,26
The University of Montana,540,630,510,610,20,27,19,26,18,26
The University of Montana-Western,460,570,430,550,16,21,14,21,16,22
The University of Tampa,550,620,540,610,22,27,22,27,20,26
The University of Tennessee Health Science Center,455,625,502,661,22,22,23,27,22,24
The University of Tennessee System Office,455,625,502,661,22,22,23,27,22,24
The University of Tennessee-Chattanooga,520,610,500,590,21,26,21,28,19,25
The University of Tennessee-Knoxville,580,650,560,653,25,31,24,33,23,29
The University of Tennessee-Martin,455,625,502,661,21,26,20,26,18,25
The University of Texas at Arlington,520,620,530,630,21,27,20,27,19,26
The University of Texas at Austin,610,720,600,750,26,33,25,35,25,32
The University of Texas at Dallas,600,710,620,740,26,33,25,34,26,32
The University of Texas at El Paso,455,625,502,661,22,22,23,27,22,24
The University of Texas at San Antonio,510,610,510,600,19,25,17,24,17,25
The University of Texas at Tyler,520,620,510,600,20,26,20,29,18,25
The University of Texas Health Science Center at Houston,455,625,502,661,22,22,23,27,22,24
The University of Texas Health Science Center at San Antonio,455,625,502,661,22,22,23,27,22,24
The University of Texas MD Anderson Cancer Center,455,625,502,661,22,22,23,27,22,24
The University of Texas Medical Branch at Galveston,455,625,502,661,22,22,23,27,22,24
The University of Texas Permian Basin,460,570,460,540,16,22,14,21,16,23
The University of Texas Rio Grande Valley,480,570,420,505,17,22,15,21,16,22
The University of Texas System Office,455,625,502,661,22,22,23,27,22,24
The University of the Arts,455,625,502,661,22,22,23,27,22,24
The University of the South,600,670,560,670,25,30,25,34,23,28
The University of Virginia's College at Wise,500,600,480,570,18,23,18,23,17,24
The University of West Florida,540,630,520,600,21,27,21,28,19,26
The Vocational Nursing Institute Inc,455,625,502,661,22,22,23,27,22,24
The Wright Institute,455,625,502,661,22,22,23,27,22,24
Theatre of Arts,455,625,502,661,22,22,23,27,22,24
Theological Seminary of the Reformed Episcopal Church,455,625,502,661,22,22,23,27,22,24
Thiel College,460,570,460,570,17,22,15,21,17,23
Thomas Aquinas College,630,720,570,660,25,31,26,35,23,27
Thomas College,455,625,502,661,22,22,23,27,22,24
Thomas Edison State University,455,625,502,661,22,22,23,27,22,24
Thomas Jefferson School of Law,455,625,502,661,22,22,23,27,22,24
Thomas Jefferson University,550,630,540,640,20,27,20,27,20,27
Thomas More College of Liberal Arts,590,700,530,600,22,22,23,27,22,24
Thomas More University,455,625,502,661,22,22,23,27,22,24
Thomas Nelson Community College,455,625,502,661,22,22,23,27,22,24
Thomas University,324,522,270,512,14,27,12,24,11,25
Three Rivers College,455,625,502,661,22,22,23,27,22,24
Three Rivers Community College,455,625,502,661,22,22,23,27,22,24
Tidewater Community College,455,625,502,661,22,22,23,27,22,24
Tidewater Tech-Trades,455,625,502,661,22,22,23,27,22,24
Tiffin Academy of Hair Design,455,625,502,661,22,22,23,27,22,24
Tiffin University,455,625,502,661,22,22,23,27,22,24
TIGI Hairdressing Academy Guilford,455,625,502,661,22,22,23,27,22,24
Tillamook Bay Community College,455,625,502,661,22,22,23,27,22,24
Tint School of Makeup & Cosmetology,455,625,502,661,22,22,23,27,22,24
Tint School of Makeup & Cosmetology-Seattle,455,625,502,661,22,22,23,27,22,24
Tint School of Makeup and Cosmetology-Dallas,455,625,502,661,22,22,23,27,22,24
Toccoa Falls College,455,625,502,661,22,22,23,27,22,24
Tohono O'odham Community College,455,625,502,661,22,22,23,27,22,24
Toledo Academy of Beauty Culture-East,455,625,502,661,22,22,23,27,22,24
Toledo Public Schools Adult and Continuing Education,455,625,502,661,22,22,23,27,22,24
Tom P Haney Technical Center,455,625,502,661,22,22,23,27,22,24
Tomorrow's Image Barber And Beauty Academy of Virginia,455,625,502,661,22,22,23,27,22,24
Tompkins Cortland Community College,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Albuquerque,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Atlanta,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Colorado Springs,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Cranston,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Idaho,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Plano,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Rio Rancho,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Shoreline,455,625,502,661,22,22,23,27,22,24
Toni & Guy Hairdressing Academy-Worcester,455,625,502,661,22,22,23,27,22,24
Tonsorial Arts Barber College,455,625,502,661,22,22,23,27,22,24
Tooele Technical College,455,625,502,661,22,22,23,27,22,24
Top Nails & Hair Beauty School,455,625,502,661,22,22,23,27,22,24
Top of the Line Barber College,455,625,502,661,22,22,23,27,22,24
Torah Temimah Talmudical Seminary,455,625,502,661,22,22,23,27,22,24
Total Beauty Institute,455,625,502,661,22,22,23,27,22,24
Total Image Beauty Academy,455,625,502,661,22,22,23,27,22,24
Total Transformation Institute of Cosmetology,455,625,502,661,22,22,23,27,22,24
Totally Cosmo School of Modern Cosmetology,455,625,502,661,22,22,23,27,22,24
Touro College,455,625,502,661,22,22,23,27,22,24
Touro University California,455,625,502,661,22,22,23,27,22,24
Touro University Nevada,455,625,502,661,22,22,23,27,22,24
Touro University Worldwide,455,625,502,661,22,22,23,27,22,24
Towson University,530,610,510,590,20,25,20,25,18,24
Toyota Technological Institute at Chicago,455,625,502,661,22,22,23,27,22,24
Transitions Career Institute School of Nursing,455,625,502,661,22,22,23,27,22,24
Transylvania University,560,640,510,630,24,30,23,33,23,27
Traviss Technical College,455,625,502,661,22,22,23,27,22,24
Traxlers School of Hair,455,625,502,661,22,22,23,27,22,24
Treasure Coast Technical College,455,625,502,661,22,22,23,27,22,24
Treasure Valley Community College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Barber College,455,625,502,661,22,22,23,27,22,24
Trend Setters School,455,625,502,661,22,22,23,27,22,24
Trinity Law School,455,625,502,661,22,22,23,27,22,24
Trendsetters School of Beauty & Barbering,455,625,502,661,22,22,23,27,22,24
Trenz Beauty Academy,455,625,502,661,22,22,23,27,22,24
Trevecca Nazarene University,530,640,510,613,20,25,20,26,17,25
Tri County Regional Vocational Technical High School,455,625,502,661,22,22,23,27,22,24
Tri-Community Adult Education,455,625,502,661,22,22,23,27,22,24
Tri-County Adult Career Center,455,625,502,661,22,22,23,27,22,24
Tri-County Beauty Academy,455,625,502,661,22,22,23,27,22,24
Tri-County Community College,455,625,502,661,22,22,23,27,22,24
Tri-County Technical College,455,625,502,661,22,22,23,27,22,24
Tri-Rivers Career Center,455,625,502,661,22,22,23,27,22,24
Tri-State Barber College,455,625,502,661,22,22,23,27,22,24
Tri-State Bible College,455,625,502,661,22,22,23,27,22,24
Tri-State Cosmetology Institute,455,625,502,661,22,22,23,27,22,24
Triangle Tech Inc-Bethlehem,455,625,502,661,22,22,23,27,22,24
Triangle Tech Inc-Dubois,455,625,502,661,22,22,23,27,22,24
Triangle Tech Inc-Greensburg,455,625,502,661,22,22,23,27,22,24
Triangle Tech Inc-Pittsburgh,455,625,502,661,22,22,23,27,22,24
Triangle Tech Inc-Sunbury,455,625,502,661,22,22,23,27,22,24
Triangle Tech-Chambersburg,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Bridgeview,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Chicago NE,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Chicago NW,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Danville,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Elgin,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Glendale Heights,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Highland,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Indianapolis,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Janesville,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Lafayette,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Libertyville,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Normal,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Peoria,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Rockford,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture-Urbana,455,625,502,661,22,22,23,27,22,24
Tricoci University of Beauty Culture LLC-Bloomington,455,625,502,661,22,22,23,27,22,24
Trident Technical College,455,625,502,661,22,22,23,27,22,24
Trident University International,455,625,502,661,22,22,23,27,22,24
Trine University,500,600,510,610,20,27,18,25,19,28
Trine University-Regional/Non-Traditional Campuses,455,625,502,661,22,22,23,27,22,24
Trinidad State Junior College,455,625,502,661,22,22,23,27,22,24
Trinity Baptist College,460,570,430,538,17,21,15,22,16,20
Trinity Bible College and Graduate School,470,600,480,510,18,25,18,24,17,24
Trinity Christian College,490,600,490,580,20,26,20,28,18,25
Trinity College,455,625,502,661,22,22,23,27,22,24
Trinity College of Florida,450,545,410,500,16,19,15,22,14,18
Trinity College of Nursing & Health Sciences,455,625,502,661,22,22,23,27,22,24
Trinity College of Puerto Rico,455,625,502,661,22,22,23,27,22,24
Trinity Episcopal School for Ministry,455,625,502,661,22,22,23,27,22,24
Trinity Health System School of Nursing,455,625,502,661,22,22,23,27,22,24
Trinity International University-Florida,455,625,502,661,22,22,23,27,22,24
Trinity International University-Illinois,450,540,460,560,19,27,18,27,18,26
Trinity University,630,710,620,710,28,32,27,34,26,30
Trinity Valley Community College,455,625,502,661,22,22,23,27,22,24
Trinity Washington University,455,625,502,661,22,22,23,27,22,24
Triton College,455,625,502,661,22,22,23,27,22,24
Trocaire College,455,625,502,661,22,22,23,27,22,24
Troy University,475,565,460,540,18,25,18,26,16,24
Truckee Meadows Community College,455,625,502,661,22,22,23,27,22,24
Truett McConnell University,460,580,460,560,17,25,16,25,16,24
Truman State University,550,680,530,650,24,30,23,33,23,28
Trumbull Career & Technical Center,455,625,502,661,22,22,23,27,22,24
Tucson College of Beauty,455,625,502,661,22,22,23,27,22,24
Tufts University,680,750,700,780,32,35,23,27,22,24
Tulane University of Louisiana,650,730,690,770,30,33,32,35,27,32
Tulsa Community College,455,625,502,661,22,22,23,27,22,24
Tulsa Technology Center,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Houston,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Jacksonville,455,625,502,661,22,22,23,27,22,24
Tulsa Welding School-Tulsa,455,625,502,661,22,22,23,27,22,24
Tunxis Community College,455,625,502,661,22,22,23,27,22,24
Turning Point Beauty College,455,625,502,661,22,22,23,27,22,24
Turtle Mountain Community College,455,625,502,661,22,22,23,27,22,24
Tusculum University,455,540,450,560,18,24,18,24,17,24
Tuskegee University,450,525,410,520,18,24,17,24,16,23
Twin City Beauty College,455,625,502,661,22,22,23,27,22,24
Tyler Junior College,455,625,502,661,22,22,23,27,22,24
UEI College-Riverside,455,625,502,661,22,22,23,27,22,24
U S Grant Joint Vocational School,455,625,502,661,22,22,23,27,22,24
U.S. Truck Driver Training School,455,625,502,661,22,22,23,27,22,24
UCAS University of Cosmetology Arts & Sciences-La Joya,455,625,502,661,22,22,23,27,22,24
UCAS University of Cosmetology Arts & Sciences-McAllen,455,625,502,661,22,22,23,27,22,24
UCAS University of Cosmetology Arts & Sciences,455,625,502,661,22,22,23,27,22,24
UCAS University of Cosmetology Arts & Sciences-Harlingen,455,625,502,661,22,22,23,27,22,24
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,455,625,502,661,22,22,23,27,22,24
UEI College-Bakersfield,455,625,502,661,22,22,23,27,22,24
UEI College-Fresno,455,625,502,661,22,22,23,27,22,24
UEI College-Gardena,455,625,502,661,22,22,23,27,22,24
UEI College-Sacramento,455,625,502,661,22,22,23,27,22,24
Uintah Basin Technical College,455,625,502,661,22,22,23,27,22,24
Ukiah Adult School,455,625,502,661,22,22,23,27,22,24
Ulster BOCES-School of Practical Nursing,455,625,502,661,22,22,23,27,22,24
Ulster County Community College,455,625,502,661,22,22,23,27,22,24
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Union College,600,680,610,720,28,33,27,34,26,31
Ultimate Medical Academy,455,625,502,661,22,22,23,27,22,24
Ultrasound Medical Institute,455,625,502,661,22,22,23,27,22,24
Umpqua Community College,455,625,502,661,22,22,23,27,22,24
Unification Theological Seminary,455,625,502,661,22,22,23,27,22,24
Union Bible College,455,625,502,661,22,22,23,27,22,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,440,600,440,570,18,24,18,24,17,24
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union College,455,625,502,661,17,22,15,22,16,22
Union County College,455,625,502,661,22,22,23,27,22,24
Union County Vocational Technical School,455,625,502,661,22,22,23,27,22,24
Union Institute & University,455,625,502,661,22,22,23,27,22,24
Union Presbyterian Seminary,455,625,502,661,22,22,23,27,22,24
Union Theological Seminary in the City of New York,455,625,502,661,22,22,23,27,22,24
Union University,550,670,520,660,22,30,23,33,20,27
Unitech Training Academy-Alexandria,455,625,502,661,22,22,23,27,22,24
Unitech Training Academy-Baton Rouge,455,625,502,661,22,22,23,27,22,24
Unitech Training Academy-Houma,455,625,502,661,22,22,23,27,22,24
Unitech Training Academy-Lafayette,455,625,502,661,22,22,23,27,22,24
Unitech Training Academy-Lake Charles,455,625,502,661,22,22,23,27,22,24
Unitech Training Academy-New Orleans,455,625,502,661,22,22,23,27,22,24
Unitech Training Academy-West Monroe,455,625,502,661,22,22,23,27,22,24
United Beauty College,455,625,502,661,22,22,23,27,22,24
United Education Institute - UEI College - Phoenix,455,625,502,661,22,22,23,27,22,24
United Education Institute-Anaheim,455,625,502,661,22,22,23,27,22,24
United Education Institute-Chula Vista,455,625,502,661,22,22,23,27,22,24
United Education Institute-Encino,455,625,502,661,22,22,23,27,22,24
United Education Institute-Huntington Park Campus,455,625,502,661,22,22,23,27,22,24
United Education Institute-Morrow,455,625,502,661,22,22,23,27,22,24
United Education Institute-Ontario,455,625,502,661,22,22,23,27,22,24
United Education Institute-UEI College San Marcos,455,625,502,661,22,22,23,27,22,24
United Education Institute-UEI College Stockton,455,625,502,661,22,22,23,27,22,24
United Education Institute-West Covina,455,625,502,661,22,22,23,27,22,24
United International College,455,625,502,661,22,22,23,27,22,24
United Lutheran Seminary,455,625,502,661,22,22,23,27,22,24
United States Air Force Academy,600,700,620,730,29,33,27,35,27,33
United States Coast Guard Academy,610,690,610,710,27,32,26,33,27,31
United States Merchant Marine Academy,600,670,620,690,25,29,25,30,26,29
United States Military Academy,610,700,600,740,28,33,28,35,27,32
United States Naval Academy,610,710,620,740,28,33,26,35,26,32
United States Sports Academy,455,625,502,661,22,22,23,27,22,24
United States University,455,625,502,661,22,22,23,27,22,24
United Talmudical Seminary,455,625,502,661,22,22,23,27,22,24
United Technical Center,455,625,502,661,22,22,23,27,22,24
United Theological Seminary,455,625,502,661,22,22,23,27,22,24
United Theological Seminary of the Twin Cities,455,625,502,661,22,22,23,27,22,24
United Tribes Technical College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unitek College,455,625,502,661,22,22,23,27,22,24
Unity College,455,625,502,661,22,22,23,27,22,24
UnityPoint Health-Des Moines School of Radiologic Technology,455,625,502,661,22,22,23,27,22,24
Universal Career School,455,625,502,661,22,22,23,27,22,24
Universal College of Beauty Inc-Los Angeles 2,455,625,502,661,22,22,23,27,22,24
Universal College of Healing Arts,455,625,502,661,22,22,23,27,22,24
Universal Healthcare Careers College,455,625,502,661,22,22,23,27,22,24
Universal Spa Training Academy,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Arizona Inc,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of California Inc,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Illinois Inc,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Massachusetts Inc,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Northern California Inc,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Pennsylvania Inc,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute of Texas Inc.,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute-Bloomfield,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute-Dallas Fort Worth,455,625,502,661,22,22,23,27,22,24
Universal Technical Institute-Southern California,455,625,502,661,22,22,23,27,22,24
Universal Technology College of Puerto Rico,455,625,502,661,22,22,23,27,22,24
Universal Therapeutic Massage Institute,455,625,502,661,22,22,23,27,22,24
Universal Training Institute,455,625,502,661,22,22,23,27,22,24
Universidad Adventista de las Antillas,455,625,502,661,22,22,23,27,22,24
Universidad Ana G. Mendez-Carolina Campus,455,625,502,661,22,22,23,27,22,24
Universidad Ana G. Mendez-Cupey Campus,455,625,502,661,22,22,23,27,22,24
Universidad Ana G. Mendez-Gurabo Campus,455,625,502,661,22,22,23,27,22,24
Universidad Ana G. Mendez-Online Campus,455,625,502,661,22,22,23,27,22,24
Universidad Central de Bayamon,455,625,502,661,22,22,23,27,22,24
Universidad Central Del Caribe,455,625,502,661,22,22,23,27,22,24
Universidad del Sagrado Corazon,455,625,502,661,22,22,23,27,22,24
Universidad Pentecostal Mizpa,455,625,502,661,22,22,23,27,22,24
Universidad Politecnica de Puerto Rico,455,625,502,661,22,22,23,27,22,24
Universidad Teologica del Caribe,455,625,502,661,22,22,23,27,22,24
University Academy of Hair Design,455,625,502,661,22,22,23,27,22,24
University at Buffalo,560,640,580,670,23,29,22,29,24,29
University of Advancing Technology,455,625,502,661,22,22,23,27,22,24
University of Aesthetics & Cosmetology,455,625,502,661,22,22,23,27,22,24
University of Akron Main Campus,490,610,500,620,19,25,18,25,17,26
University of Akron Wayne College,430,590,450,540,17,23,16,23,17,23
University of Alabama at Birmingham,560,668,530,660,22,30,22,33,20,27
University of Alabama in Huntsville,590,700,580,730,24,31,24,33,23,29
University of Alabama System Office,455,625,502,661,22,22,23,27,22,24
University of Alaska Anchorage,455,625,502,661,22,22,23,27,22,24
University of Alaska Fairbanks,530,640,520,630,18,26,16,24,17,26
University of Alaska Southeast,455,625,502,661,22,22,23,27,22,24
University of Alaska System of Higher Education,455,625,502,661,22,22,23,27,22,24
University of Antelope Valley,455,625,502,661,22,22,23,27,22,24
University of Arizona,550,660,540,690,21,29,20,30,20,28
University of Arizona-Sierra Vista,455,625,502,661,22,22,23,27,22,24
University of Arkansas,550,640,540,640,23,29,22,31,21,27
University of Arkansas at Little Rock,470,610,500,580,18,25,19,26,17,24
University of Arkansas at Monticello,455,625,502,661,22,22,23,27,22,24
University of Arkansas at Pine Bluff,400,500,400,500,14,18,12,19,15,17
University of Arkansas Community College Rich Mountain,455,625,502,661,22,22,23,27,22,24
University of Arkansas Community College-Batesville,455,625,502,661,22,22,23,27,22,24
University of Arkansas Community College-Morrilton,455,625,502,661,22,22,23,27,22,24
University of Arkansas for Medical Sciences,455,625,502,661,22,22,23,27,22,24
University of Arkansas Hope-Texarkana,455,625,502,661,22,22,23,27,22,24
University of Arkansas System eVersity,455,625,502,661,22,22,23,27,22,24
University of Arkansas System Office,455,625,502,661,22,22,23,27,22,24
University of Arkansas-Fort Smith,455,625,502,661,22,22,23,27,22,24
University of Arkansas-Pulaski Technical College,455,625,502,661,22,22,23,27,22,24
University of Baltimore,470,558,460,520,19,31,16,34,22,26
University of Bridgeport,470,580,450,550,17,22,15,20,16,23
University of California-Berkeley,650,740,660,790,30,35,27,35,27,34
University of California-Davis,570,670,590,730,25,33,23,32,23,29
University of California-Hastings College of Law,455,625,502,661,22,22,23,27,22,24
University of California-Irvine,600,680,630,750,26,33,25,33,26,31
University of California-Los Angeles,455,625,502,661,22,22,23,27,22,24
University of California-Merced,480,570,480,570,19,24,16,21,17,22
University of California-Riverside,540,630,540,650,22,31,20,26,19,26
University of California-San Diego,620,710,650,770,28,34,26,35,27,33
University of California-San Francisco,455,625,502,661,22,22,23,27,22,24
University of California-Santa Barbara,620,710,610,750,28,34,26,34,26,31
University of California-Santa Cruz,580,670,580,690,25,33,23,31,23,29
University of California-System Administration Central Office,455,625,502,661,22,22,23,27,22,24
University of Central Arkansas,480,580,470,570,20,27,20,29,18,25
University of Central Florida,590,670,570,670,25,30,24,31,23,28
University of Central Missouri,455,625,502,661,19,25,18,24,18,25
University of Central Oklahoma,455,625,502,661,18,24,17,24,16,23
University of Charleston,515,615,470,545,19,23,18,24,17,24
University of Chicago,730,770,770,800,34,35,35,36,31,35
University of Cincinnati-Blue Ash College,455,625,502,661,22,22,23,27,22,24
University of Cincinnati-Clermont College,455,625,502,661,22,22,23,27,22,24
University of Cincinnati-Main Campus,560,650,560,680,23,29,22,30,23,29
University of Colorado Boulder,570,670,560,680,25,31,24,32,23,29
University of Colorado Colorado Springs,455,625,502,661,22,22,23,27,22,24
University of Colorado Denver/Anschutz Medical Campus,490,610,510,600,21,27,19,27,18,26
University of Colorado System Office,455,625,502,661,22,22,23,27,22,24
University of Connecticut,580,680,590,710,27,32,26,34,25,31
University of Connecticut-Avery Point,510,615,510,600,20,30,20,27,20,26
University of Connecticut-Hartford Campus,500,600,490,590,20,25,20,24,17,26
University of Connecticut-Stamford,480,590,470,580,21,29,20,30,20,27
University of Connecticut-Waterbury Campus,480,590,470,580,18,24,17,24,16,25
University of Dallas,580,690,550,660,23,30,23,33,22,27
University of Dayton,540,640,540,660,23,29,22,30,22,28
University of Delaware,580,660,570,670,25,30,24,32,23,29
University of Denver,590,680,580,680,26,31,26,33,24,29
University of Detroit Mercy,520,620,530,640,22,27,22,28,20,27
University of Dubuque,420,530,408,540,17,23,14,22,16,24
University of East-West Medicine,455,625,502,661,22,22,23,27,22,24
University of Evansville,455,625,502,661,22,22,23,27,22,24
University of Florida,650,720,640,740,29,33,28,35,26,31
University of Florida-Online,620,670,600,680,26,30,26,33,24,28
University of Fort Lauderdale,455,625,502,661,22,22,23,27,22,24
University of Georgia,630,720,620,740,29,33,31,35,27,32
University of Guam,455,625,502,661,22,22,23,27,22,24
University of Hartford,510,610,510,600,22,29,23,27,22,24
University of Hawaii at Hilo,500,590,490,580,16,22,14,22,16,22
University of Hawaii at Manoa,540,640,530,640,21,27,20,26,19,26
University of Hawaii Maui College,455,625,502,661,22,22,23,27,22,24
University of Hawaii System Office,455,625,502,661,22,22,23,27,22,24
University of Hawaii-West Oahu,460,560,480,560,16,21,14,20,16,21
University of Health Sciences and Pharmacy in St. Louis,550,635,558,690,24,30,23,30,24,29
University of Holy Cross,455,625,502,661,22,22,23,27,22,24
University of Houston,560,650,560,660,22,28,21,28,22,27
University of Houston-Clear Lake,500,590,500,580,19,24,17,24,18,24
University of Houston-Downtown,455,625,502,661,22,22,23,27,22,24
University of Houston-System Administration,455,625,502,661,22,22,23,27,22,24
University of Houston-Victoria,455,625,502,661,22,22,23,27,22,24
University of Idaho,500,620,490,600,20,26,19,26,18,26
University of Illinois Chicago,510,610,520,640,21,29,21,30,21,28
