,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,instnm,Institution (entity) name (HD2020),Certificate of less than 1 year (IC2020),Certificate of less than 12 weeks (IC2020),Certificate of at least 12 weeks  but less than 1 year (IC2020),Certifiicate of at least 1 year  but less than 2 years (IC2020),Associate's degree (IC2020),Certificate of at least 2 years  but less than 4 years (IC2020),Bachelor's degree (IC2020),Postbaccalaureate certificate (IC2020),Master's degree (IC2020),Post-master's certificate (IC2020),Doctor's degree - research/scholarship (IC2020),Doctor's degree - professional practice (IC2020),Doctor's degree - other (IC2020),Other degree (IC2020),Unnamed: 16
132,132,132,132,Allen School-Jamaica,Allen School-Jamaica,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
133,133,133,133,Allen School-Phoenix,Allen School-Phoenix,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
134,134,134,134,Allen University,Allen University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
135,135,135,135,Allgood Beauty Institute,Allgood Beauty Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
136,136,136,136,Alliance Career Center,Alliance Career Center,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
137,137,137,137,Alliance Computing Solutions,Alliance Computing Solutions,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
138,138,138,138,Alliant International University-San Diego,Alliant International University-San Diego,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
139,139,139,139,Allied Health Careers Institute,Allied Health Careers Institute,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
140,140,140,140,Allstate Hairstyling & Barber College,Allstate Hairstyling & Barber College,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
141,141,141,141,Alma College,Alma College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
142,142,142,142,Alpena Community College,Alpena Community College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
143,143,143,143,Altierus Career College-Bissonnet,Altierus Career College-Bissonnet,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
144,144,144,144,Altierus Career College-Norcross,Altierus Career College-Norcross,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
145,145,145,145,Altierus Career College-Tampa,Altierus Career College-Tampa,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
146,146,146,146,Altoona Beauty School Inc,Altoona Beauty School Inc,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
147,147,147,147,Altura College,Altura College,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
148,148,148,148,Alvernia University,Alvernia University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
149,149,149,149,Alverno College,Alverno College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
150,150,150,150,Alvin Community College,Alvin Community College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
151,151,151,151,Amarillo College,Amarillo College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
152,152,152,152,Amberton University,Amberton University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
153,153,153,153,Ambria College of Nursing,Ambria College of Nursing,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
154,154,154,154,America Evangelical University,America Evangelical University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
155,155,155,155,American Academy McAllister Institute of Funeral Service,American Academy McAllister Institute of Funeral Service,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
156,156,156,156,American Academy of Acupuncture and Oriental Medicine,American Academy of Acupuncture and Oriental Medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
157,157,157,157,American Academy of Art,American Academy of Art,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,158,158,158,American Academy of Cosmetology,American Academy of Cosmetology,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
159,159,159,159,American Academy of Dramatic Arts-Los Angeles,American Academy of Dramatic Arts-Los Angeles,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
160,160,160,160,American Academy of Dramatic Arts-New York,American Academy of Dramatic Arts-New York,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
161,161,161,161,American Academy of Health and Beauty,American Academy of Health and Beauty,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
162,162,162,162,American Advanced Technicians Institute,American Advanced Technicians Institute,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
163,163,163,163,American Baptist College,American Baptist College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
164,164,164,164,American Barber and Beauty Academy,American Barber and Beauty Academy,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
165,165,165,165,American Beauty Academy,American Beauty Academy,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
166,166,166,166,American Beauty Academy-West Valley Campus,American Beauty Academy-West Valley Campus,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
167,167,167,167,American Beauty College,American Beauty College,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
168,168,168,168,American Beauty School,American Beauty School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
169,169,169,169,American Beauty Schools,American Beauty Schools,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
170,170,170,170,American Business and Technology University,American Business and Technology University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
171,171,171,171,American Career College-Anaheim,American Career College-Anaheim,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
172,172,172,172,American Career College-Los Angeles,American Career College-Los Angeles,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
173,173,173,173,American Career College-Ontario,American Career College-Ontario,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
174,174,174,174,American College for Medical Careers,American College for Medical Careers,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
175,175,175,175,American College of Acupuncture and Oriental Med,American College of Acupuncture and Oriental Med,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
176,176,176,176,American College of Barbering,American College of Barbering,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
177,177,177,177,American College of Barbering - Murfreesboro TN,American College of Barbering - Murfreesboro TN,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
178,178,178,178,American College of Education,American College of Education,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
179,179,179,179,American College of Financial Services,American College of Financial Services,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
180,180,180,180,American College of Hair Design Inc,American College of Hair Design Inc,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
181,181,181,181,American College of Hairstyling-Des Moines,American College of Hairstyling-Des Moines,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
182,182,182,182,American College of Healthcare and Technology,American College of Healthcare and Technology,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
183,183,183,183,American College of Healthcare and Technology,American College of Healthcare and Technology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
184,184,184,184,American College of Healthcare Sciences,American College of Healthcare Sciences,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
185,185,185,185,American College of the Building Arts,American College of the Building Arts,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
186,186,186,186,American Conservatory Theater,American Conservatory Theater,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
187,187,187,187,American Educational College,American Educational College,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
188,188,188,188,American Film Institute Conservatory,American Film Institute Conservatory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
189,189,189,189,American Fitness and Nutrition Academy,American Fitness and Nutrition Academy,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
190,190,190,190,American Hair Academy,American Hair Academy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
191,191,191,191,American Indian OIC Inc,American Indian OIC Inc,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
192,192,192,192,American Institute of Alternative Medicine,American Institute of Alternative Medicine,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
193,193,193,193,American Institute of Alternative Medicine,American Institute of Alternative Medicine,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
194,194,194,194,American Institute of Beauty,American Institute of Beauty,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
195,195,195,195,American Institute of Healthcare & Technology,American Institute of Healthcare & Technology,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,196,196,196,American Institute of Interior Design,American Institute of Interior Design,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
197,197,197,197,American Institute of Massage Therapy,American Institute of Massage Therapy,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
198,198,198,198,American Institute of Medical Sciences & Education,American Institute of Medical Sciences & Education,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,199,199,199,American Institute-Clifton,American Institute-Clifton,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200,200,200,200,American Institute-Somerset,American Institute-Somerset,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
201,201,201,201,American Institute-Toms River,American Institute-Toms River,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202,202,202,202,American Institute-West Hartford,American Institute-West Hartford,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
203,203,203,203,American InterContinental University,American InterContinental University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
204,204,204,204,American InterContinental University-Atlanta,American InterContinental University-Atlanta,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
205,205,205,205,American InterContinental University-Houston,American InterContinental University-Houston,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
206,206,206,206,American International College,American International College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
207,207,207,207,American Islamic College,American Islamic College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
208,208,208,208,American Jewish University,American Jewish University,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
209,209,209,209,American Massage & Bodywork Institute,American Massage & Bodywork Institute,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
210,210,210,210,American Medical Academy,American Medical Academy,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
211,211,211,211,American Medical Institute Inc.,American Medical Institute Inc.,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
212,212,212,212,American Medical Sciences Center,American Medical Sciences Center,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
213,213,213,213,American Musical and Dramatic Academy,American Musical and Dramatic Academy,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
214,214,214,214,American National University,American National University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
215,215,215,215,American National University-Pikeville,American National University-Pikeville,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
216,216,216,216,American Public University System,American Public University System,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
217,217,217,217,American River College,American River College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
218,218,218,218,American Samoa Community College,American Samoa Community College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
219,219,219,219,American School of Nursing and Medical Careers,American School of Nursing and Medical Careers,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
220,220,220,220,American Sentinel University,American Sentinel University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
221,221,221,221,American Technical Institute,American Technical Institute,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
222,222,222,222,American Trade School,American Trade School,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
223,223,223,223,American University,American University,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
224,224,224,224,American University of Health Sciences,American University of Health Sciences,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
225,225,225,225,American University of Puerto Rico,American University of Puerto Rico,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
226,226,226,226,American University of Puerto Rico,American University of Puerto Rico,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
227,227,227,227,AmeriTech College-Draper,AmeriTech College-Draper,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
228,228,228,228,AmeriTech College-Provo,AmeriTech College-Provo,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
229,229,229,229,AMG School of Licensed Practical Nursing,AMG School of Licensed Practical Nursing,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
230,230,230,230,Amherst College,Amherst College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
231,231,231,231,Amridge University,Amridge University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
232,232,232,232,Amslee Institute,Amslee Institute,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
233,233,233,233,Anabaptist Mennonite Biblical Seminary,Anabaptist Mennonite Biblical Seminary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
234,234,234,234,Ancilla College,Ancilla College,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,235,235,235,Anderson University,Anderson University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
236,236,236,236,Anderson University,Anderson University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
237,237,237,237,Andrew College,Andrew College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
238,238,238,238,Andrews University,Andrews University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
239,239,239,239,Angeles College,Angeles College,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
240,240,240,240,Angeles Institute,Angeles Institute,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
241,241,241,241,Angelina College,Angelina College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
242,242,242,242,Angelo State University,Angelo State University,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
243,243,243,243,Ann Webb Skin Institute,Ann Webb Skin Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
244,244,244,244,Anna Maria College,Anna Maria College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
245,245,245,245,Anne Arundel Community College,Anne Arundel Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
246,246,246,246,Annenberg School of Nursing,Annenberg School of Nursing,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
247,247,247,247,Anoka Technical College,Anoka Technical College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
248,248,248,248,Anoka-Ramsey Community College,Anoka-Ramsey Community College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
249,249,249,249,Another Level Barbering and Cosmetology School,Another Level Barbering and Cosmetology School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
250,250,250,250,Anousheh School of Hair,Anousheh School of Hair,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
251,251,251,251,Anson College of Cosmetology,Anson College of Cosmetology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
252,252,252,252,Antelope Valley College,Antelope Valley College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
253,253,253,253,Antilles School of Technical Careers,Antilles School of Technical Careers,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
254,254,254,254,Antioch College,Antioch College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
255,255,255,255,Antioch College AG,Antioch College AG,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
256,256,256,256,Antioch University Online,Antioch University Online,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
257,257,257,257,Antioch University-Los Angeles,Antioch University-Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
258,258,258,258,Antioch University-Midwest,Antioch University-Midwest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
259,259,259,259,Antioch University-New England,Antioch University-New England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
260,260,260,260,Antioch University-PhD Program in Leadership and Change,Antioch University-PhD Program in Leadership and Change,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
261,261,261,261,Antioch University-Santa Barbara,Antioch University-Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
262,262,262,262,Antioch University-Seattle,Antioch University-Seattle,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
263,263,263,263,Antioch University-System Administration,Antioch University-System Administration,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
264,264,264,264,AOMA Graduate School of Integrative Medicine,AOMA Graduate School of Integrative Medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
265,265,265,265,Aparicio-Levy Technical College,Aparicio-Levy Technical College,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
266,266,266,266,Apex Academy Hair Skin Nails School of Cosmetology,Apex Academy Hair Skin Nails School of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
267,267,267,267,Apex College of Veterinary Technology,Apex College of Veterinary Technology,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
268,268,268,268,Apex Technical School,Apex Technical School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
269,269,269,269,Apollo Career Center,Apollo Career Center,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
270,270,270,270,Appalachian Beauty School,Appalachian Beauty School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
271,271,271,271,Appalachian Bible College,Appalachian Bible College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
272,272,272,272,Appalachian College of Pharmacy,Appalachian College of Pharmacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
273,273,273,273,Appalachian School of Law,Appalachian School of Law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
274,274,274,274,Appalachian State University,Appalachian State University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
275,275,275,275,Applied Technology Services,Applied Technology Services,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
276,276,276,276,Aquinas College,Aquinas College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
277,277,277,277,Aquinas Institute of Theology,Aquinas Institute of Theology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
278,278,278,278,Arapahoe Community College,Arapahoe Community College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
279,279,279,279,Arcadia University,Arcadia University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
280,280,280,280,Arclabs,Arclabs,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
281,281,281,281,Arizona Academy of Beauty-East,Arizona Academy of Beauty-East,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
282,282,282,282,Arizona Board of Regents,Arizona Board of Regents,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
283,283,283,283,Arizona Christian University,Arizona Christian University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284,284,284,284,Arizona College of Nursing-Fort Lauderdale,Arizona College of Nursing-Fort Lauderdale,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
285,285,285,285,Arizona College of Nursing-Las Vegas,Arizona College of Nursing-Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
