,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,instnm,Institution (entity) name (HD2020),Certificate of less than 1 year (IC2020),Certificate of less than 12 weeks (IC2020),Certificate of at least 12 weeks  but less than 1 year (IC2020),Certifiicate of at least 1 year  but less than 2 years (IC2020),Associate's degree (IC2020),Certificate of at least 2 years  but less than 4 years (IC2020),Bachelor's degree (IC2020),Postbaccalaureate certificate (IC2020),Master's degree (IC2020),Post-master's certificate (IC2020),Doctor's degree - research/scholarship (IC2020),Doctor's degree - professional practice (IC2020),Doctor's degree - other (IC2020),Other degree (IC2020),Unnamed: 16
5455,5455,5455,5455,The University of Tennessee Health Science Center,The University of Tennessee Health Science Center,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5456,5456,5456,5456,The University of Tennessee System Office,The University of Tennessee System Office,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5457,5457,5457,5457,The University of Tennessee-Chattanooga,The University of Tennessee-Chattanooga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5458,5458,5458,5458,The University of Tennessee-Knoxville,The University of Tennessee-Knoxville,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
5459,5459,5459,5459,The University of Tennessee-Martin,The University of Tennessee-Martin,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5460,5460,5460,5460,The University of Texas at Arlington,The University of Texas at Arlington,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5461,5461,5461,5461,The University of Texas at Austin,The University of Texas at Austin,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
5462,5462,5462,5462,The University of Texas at Dallas,The University of Texas at Dallas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
5463,5463,5463,5463,The University of Texas at El Paso,The University of Texas at El Paso,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5464,5464,5464,5464,The University of Texas at San Antonio,The University of Texas at San Antonio,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
5465,5465,5465,5465,The University of Texas at Tyler,The University of Texas at Tyler,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
5466,5466,5466,5466,The University of Texas Health Science Center at Houston,The University of Texas Health Science Center at Houston,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
5467,5467,5467,5467,The University of Texas Health Science Center at San Antonio,The University of Texas Health Science Center at San Antonio,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5468,5468,5468,5468,The University of Texas MD Anderson Cancer Center,The University of Texas MD Anderson Cancer Center,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5469,5469,5469,5469,The University of Texas Medical Branch at Galveston,The University of Texas Medical Branch at Galveston,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5470,5470,5470,5470,The University of Texas Permian Basin,The University of Texas Permian Basin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
5471,5471,5471,5471,The University of Texas Rio Grande Valley,The University of Texas Rio Grande Valley,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5472,5472,5472,5472,The University of Texas System Office,The University of Texas System Office,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
5473,5473,5473,5473,The University of the Arts,The University of the Arts,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
5474,5474,5474,5474,The University of the South,The University of the South,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
5475,5475,5475,5475,The University of Virginia's College at Wise,The University of Virginia's College at Wise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5476,5476,5476,5476,The University of West Florida,The University of West Florida,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,
5477,5477,5477,5477,The Vocational Nursing Institute Inc,The Vocational Nursing Institute Inc,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5478,5478,5478,5478,The Wright Institute,The Wright Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
5479,5479,5479,5479,Theatre of Arts,Theatre of Arts,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5480,5480,5480,5480,Theological Seminary of the Reformed Episcopal Church,Theological Seminary of the Reformed Episcopal Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
5481,5481,5481,5481,Thiel College,Thiel College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5482,5482,5482,5482,Thomas Aquinas College,Thomas Aquinas College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5483,5483,5483,5483,Thomas College,Thomas College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5484,5484,5484,5484,Thomas Edison State University,Thomas Edison State University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
5485,5485,5485,5485,Thomas Jefferson School of Law,Thomas Jefferson School of Law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
5486,5486,5486,5486,Thomas Jefferson University,Thomas Jefferson University,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
5487,5487,5487,5487,Thomas More College of Liberal Arts,Thomas More College of Liberal Arts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5488,5488,5488,5488,Thomas More University,Thomas More University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5489,5489,5489,5489,Thomas Nelson Community College,Thomas Nelson Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5490,5490,5490,5490,Thomas University,Thomas University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
5491,5491,5491,5491,Three Rivers College,Three Rivers College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5492,5492,5492,5492,Three Rivers Community College,Three Rivers Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5493,5493,5493,5493,Tidewater Community College,Tidewater Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5494,5494,5494,5494,Tidewater Tech-Trades,Tidewater Tech-Trades,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5495,5495,5495,5495,Tiffin Academy of Hair Design,Tiffin Academy of Hair Design,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5496,5496,5496,5496,Tiffin University,Tiffin University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
5497,5497,5497,5497,TIGI Hairdressing Academy Guilford,TIGI Hairdressing Academy Guilford,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5498,5498,5498,5498,Tillamook Bay Community College,Tillamook Bay Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5499,5499,5499,5499,Tint School of Makeup & Cosmetology,Tint School of Makeup & Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5500,5500,5500,5500,Tint School of Makeup & Cosmetology-Seattle,Tint School of Makeup & Cosmetology-Seattle,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5501,5501,5501,5501,Tint School of Makeup and Cosmetology-Dallas,Tint School of Makeup and Cosmetology-Dallas,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5502,5502,5502,5502,Toccoa Falls College,Toccoa Falls College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5503,5503,5503,5503,Tohono O'Odham Community College,Tohono O'odham Community College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5504,5504,5504,5504,Toledo Academy of Beauty Culture-East,Toledo Academy of Beauty Culture-East,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5505,5505,5505,5505,Toledo Public Schools Adult and Continuing Education,Toledo Public Schools Adult and Continuing Education,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5506,5506,5506,5506,Tom P Haney Technical Center,Tom P Haney Technical Center,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5507,5507,5507,5507,Tomorrow's Image Barber And Beauty Academy of Virginia,Tomorrow's Image Barber And Beauty Academy of Virginia,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5508,5508,5508,5508,Tompkins Cortland Community College,Tompkins Cortland Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5509,5509,5509,5509,Toni & Guy Hairdressing Academy-Albuquerque,Toni & Guy Hairdressing Academy-Albuquerque,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5510,5510,5510,5510,Toni & Guy Hairdressing Academy-Atlanta,Toni & Guy Hairdressing Academy-Atlanta,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5511,5511,5511,5511,Toni & Guy Hairdressing Academy-Colorado Springs,Toni & Guy Hairdressing Academy-Colorado Springs,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5512,5512,5512,5512,Toni & Guy Hairdressing Academy-Cranston,Toni & Guy Hairdressing Academy-Cranston,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5513,5513,5513,5513,Toni & Guy Hairdressing Academy-Idaho,Toni & Guy Hairdressing Academy-Idaho,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5514,5514,5514,5514,Toni & Guy Hairdressing Academy-Plano,Toni & Guy Hairdressing Academy-Plano,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5515,5515,5515,5515,Toni & Guy Hairdressing Academy-Rio Rancho,Toni & Guy Hairdressing Academy-Rio Rancho,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5516,5516,5516,5516,Toni & Guy Hairdressing Academy-Shoreline,Toni & Guy Hairdressing Academy-Shoreline,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5517,5517,5517,5517,Toni & Guy Hairdressing Academy-Worcester,Toni & Guy Hairdressing Academy-Worcester,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5518,5518,5518,5518,Tonsorial Arts Barber College,Tonsorial Arts Barber College,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5519,5519,5519,5519,Tooele Technical College,Tooele Technical College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5520,5520,5520,5520,Top Nails & Hair Beauty School,Top Nails & Hair Beauty School,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5521,5521,5521,5521,Top of the Line Barber College,Top of the Line Barber College,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5522,5522,5522,5522,Torah Temimah Talmudical Seminary,Torah Temimah Talmudical Seminary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5523,5523,5523,5523,Total Beauty Institute,Total Beauty Institute,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5524,5524,5524,5524,Total Image Beauty Academy,Total Image Beauty Academy,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5525,5525,5525,5525,Total Transformation Institute of Cosmetology,Total Transformation Institute of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5526,5526,5526,5526,Totally Cosmo School of Modern Cosmetology,Totally Cosmo School of Modern Cosmetology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5527,5527,5527,5527,Tougaloo College,Tougaloo College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5528,5528,5528,5528,Touro College,Touro College,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5529,5529,5529,5529,Touro University California,Touro University California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
5530,5530,5530,5530,Touro University Nevada,Touro University Nevada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5531,5531,5531,5531,Touro University Worldwide,Touro University Worldwide,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
5532,5532,5532,5532,Towson University,Towson University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
5533,5533,5533,5533,Toyota Technological Institute at Chicago,Toyota Technological Institute at Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
5534,5534,5534,5534,Transitions Career Institute School of Nursing,Transitions Career Institute School of Nursing,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5535,5535,5535,5535,Transylvania University,Transylvania University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5536,5536,5536,5536,Traviss Technical College,Traviss Technical College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5537,5537,5537,5537,Traxlers School of Hair,Traxlers School of Hair,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5538,5538,5538,5538,Treasure Coast Technical College,Treasure Coast Technical College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5539,5539,5539,5539,Treasure Valley Community College,Treasure Valley Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5540,5540,5540,5540,Trend Barber College,Trend Barber College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5541,5541,5541,5541,Trend Barber College,Trend Barber College,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5542,5542,5542,5542,Trend Setters School,Trend Setters School,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5543,5543,5543,5543,Trendsetters School of Beauty & Barbering,Trendsetters School of Beauty & Barbering,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5544,5544,5544,5544,Trenz Beauty Academy,Trenz Beauty Academy,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5545,5545,5545,5545,Trevecca Nazarene University,Trevecca Nazarene University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,
5546,5546,5546,5546,Tri County Regional Vocational Technical High School,Tri County Regional Vocational Technical High School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5547,5547,5547,5547,Tri-Community Adult Education,Tri-Community Adult Education,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5548,5548,5548,5548,Tri-County Adult Career Center,Tri-County Adult Career Center,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5549,5549,5549,5549,Tri-County Beauty Academy,Tri-County Beauty Academy,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5550,5550,5550,5550,Tri-County Community College,Tri-County Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5551,5551,5551,5551,Tri-County Technical College,Tri-County Technical College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5552,5552,5552,5552,Tri-Rivers Career Center,Tri-Rivers Career Center,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5553,5553,5553,5553,Tri-State Barber College,Tri-State Barber College,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5554,5554,5554,5554,Tri-State Bible College,Tri-State Bible College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5555,5555,5555,5555,Tri-State Cosmetology Institute,Tri-State Cosmetology Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5556,5556,5556,5556,Triangle Tech Inc-Bethlehem,Triangle Tech Inc-Bethlehem,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5557,5557,5557,5557,Triangle Tech Inc-Dubois,Triangle Tech Inc-Dubois,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5558,5558,5558,5558,Triangle Tech Inc-Greensburg,Triangle Tech Inc-Greensburg,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5559,5559,5559,5559,Triangle Tech Inc-Pittsburgh,Triangle Tech Inc-Pittsburgh,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5560,5560,5560,5560,Triangle Tech Inc-Sunbury,Triangle Tech Inc-Sunbury,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5561,5561,5561,5561,Triangle Tech-Chambersburg,Triangle Tech-Chambersburg,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5562,5562,5562,5562,Tricoci University of Beauty Culture-Bridgeview,Tricoci University of Beauty Culture-Bridgeview,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5563,5563,5563,5563,Tricoci University of Beauty Culture-Chicago NE,Tricoci University of Beauty Culture-Chicago NE,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5564,5564,5564,5564,Tricoci University of Beauty Culture-Chicago NW,Tricoci University of Beauty Culture-Chicago NW,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5565,5565,5565,5565,Tricoci University of Beauty Culture-Danville,Tricoci University of Beauty Culture-Danville,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5566,5566,5566,5566,Tricoci University of Beauty Culture-Elgin,Tricoci University of Beauty Culture-Elgin,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5567,5567,5567,5567,Tricoci University of Beauty Culture-Glendale Heights,Tricoci University of Beauty Culture-Glendale Heights,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5568,5568,5568,5568,Tricoci University of Beauty Culture-Highland,Tricoci University of Beauty Culture-Highland,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5569,5569,5569,5569,Tricoci University of Beauty Culture-Indianapolis,Tricoci University of Beauty Culture-Indianapolis,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5570,5570,5570,5570,Tricoci University of Beauty Culture-Janesville,Tricoci University of Beauty Culture-Janesville,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5571,5571,5571,5571,Tricoci University of Beauty Culture-Lafayette,Tricoci University of Beauty Culture-Lafayette,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5572,5572,5572,5572,Tricoci University of Beauty Culture-Libertyville,Tricoci University of Beauty Culture-Libertyville,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5573,5573,5573,5573,Tricoci University of Beauty Culture-Normal,Tricoci University of Beauty Culture-Normal,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5574,5574,5574,5574,Tricoci University of Beauty Culture-Peoria,Tricoci University of Beauty Culture-Peoria,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5575,5575,5575,5575,Tricoci University of Beauty Culture-Rockford,Tricoci University of Beauty Culture-Rockford,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5576,5576,5576,5576,Tricoci University of Beauty Culture-Urbana,Tricoci University of Beauty Culture-Urbana,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5577,5577,5577,5577,Tricoci University of Beauty Cuture LLC-Bloomington,Tricoci University of Beauty Culture LLC-Bloomington,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
5578,5578,5578,5578,Trident Technical College,Trident Technical College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5579,5579,5579,5579,Trident University International,Trident University International,0.0,,,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
5580,5580,5580,5580,Trine University,Trine University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
5581,5581,5581,5581,Trine University-Regional/Non-Traditional Campuses,Trine University-Regional/Non-Traditional Campuses,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5582,5582,5582,5582,Trinidad State Junior College,Trinidad State Junior College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5583,5583,5583,5583,Trinity Baptist College,Trinity Baptist College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5584,5584,5584,5584,Trinity Bible College and Graduate School,Trinity Bible College and Graduate School,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
5585,5585,5585,5585,Trinity Christian College,Trinity Christian College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
5586,5586,5586,5586,Trinity College,Trinity College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
5587,5587,5587,5587,Trinity College of Florida,Trinity College of Florida,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5588,5588,5588,5588,Trinity College of Nursing & Health Sciences,Trinity College of Nursing & Health Sciences,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5589,5589,5589,5589,Trinity College of Puerto Rico,Trinity College of Puerto Rico,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5590,5590,5590,5590,Trinity Episcopal School for Ministry,Trinity Episcopal School for Ministry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
